title,Год выпуска,Поколение,Пробег,История пробега,Владельцев по ПТС,Состояние,Модификация,Объём двигателя,Тип двигателя,Коробка передач,Привод,Комплектация,Тип кузова,Цвет,Руль,VIN или номер кузова,Обмен,Оценка,пробег_история,ДТП,другое_история,тех_история,sold,Метро,ПТС
"Toyota RAV4 2.0 MT, 1998, 200 000 км, с пробегом, цена 347 000 руб. - Автомобили в Москве",1998,I (1994—2000),200 000 км,9 записей в отчёте Автотеки,3,Не битый,2.0 4WD MT (129 л.с.),2 л,Бензин,Механика,Полный,Базовая,Внедорожник 5-дверный,Зелёный,Левый,JT17*************,Не интересует,347 000 ₽ — цена ниже Авито Оценки,9 записей с 2013 года,ДТП не найдены,,,1 раз продавался на Авито,Коптево:16–20 мин.;Балтийская:21–30 мин.;Войковская:21–30 мин.,Оригинал
"Chevrolet Equinox 1.5 AT, 2023, 5 500 км, с пробегом, цена 2 500 000 руб. - Автомобили в Москве",2023,III рестайлинг (2020—2024),5 500 км,,1,Не битый,1.5 4WD AT (173 л.с.),1.5 л,Бензин,Автомат,Полный,Базовая,Внедорожник 5-дверный,Чёрный,Левый,3GNA*************,Не интересует,,,,,,,Охотный ряд:до 5 мин.;Театральная:до 5 мин.;Площадь революции:до 5 мин.,Оригинал
"Toyota Camry 2.5 AT, 2020, 69 000 км, с пробегом, цена 2 599 000 руб. - Автомобили в Москве",2020,XV70 (2017—2021),69 000 км,2 записи в отчёте Автотеки,2,Не битый,2.5 AT (181 л.с.),2.5 л,Бензин,Автомат,Передний,S-Edition,Седан,Чёрный,Левый,XW7B*************,Возможен,2 599 000 ₽ — цена ниже Авито Оценки,2 записи с 2021 года,,,1 запись с описанием работ,,Варшавская:до 5 мин.;Каховская:16–20 мин.;Чертановская:21–30 мин.,
"BMW X6 3.0 AT, 2010, 187 284 км, с пробегом, цена 2 000 000 руб. - Автомобили в Москве",2010,E71 (2007—2012),187 284 км,11 записей в отчёте Автотеки,3,Не битый,30d 3.0 AT (235 л.с.),3 л,Дизель,Автомат,Полный,Базовая,Внедорожник 5-дверный,Чёрный,Левый,X4XF*************,Не интересует,2 000 000 ₽ — соответствует оценке Авито,11 записей с 2012 года,,,1 запись с описанием работ,1 раз продавался на Авито,Котельники:до 5 мин.;Жулебино:6–10 мин.;Лермонтовский проспект:от 31 мин.,Оригинал
"Ford Fusion 1.4 MT, 2007, 199 000 �км, с пробегом, цена 435 000 руб. - Автомобили в Москве",2007,I рестайлинг (2005—2012),199 000 км,7 записей в отчёте Автотеки,3,Не битый,1.4 MT (80 л.с.),1.4 л,Бензин,Механика,Передний,Elegance,Хетчбек 5-дверный,Красный,Левый,WF0U*************,Не интересует,435 000 ₽ — соответствует оценке Авито,7 записей с 2012 года,,3 владельца по ПТС,,,Аннино:от 31 мин.;Улица академика Янгеля:от 31 мин.;Царицыно:от 31 мин.,Оригинал
"Volkswagen Touareg 3.0 AT, 2018, 104 000 км, с пробегом, цена 5 500 000 руб. - Автомобили в Москве",2018,III (2018—2023),104 000 км,6 записей в отчёте Автотеки,1,Не битый,3.0 TDI AT (286 л.с.),3 л,Дизель,Автомат,Полный,Exclusive,Внедорожник 5-дверный,Чёрный,Левый,WVGZ*************,Не интересует,5 500 000 ₽ — цена выше Авито Оценки,6 записей с 2022 года,ДТП не найдены,,1 запись с описанием работ,2 раза продавался на Авито,Молодёжная:6–10 мин.;Крылатское:21–30 мин.;Кунцевская:21–30 мин.,Оригинал
"Ford Fusion 1.6 MT, 2006, 181 000 км, с пробегом, цена 299 000 руб. - Автомобили в Москве",2006,I рестайлинг (2005—2012),181 000 км,11 записей в отчёте Автотеки,3,Не битый,1.6 MT (101 л.с.),1.6 л,Бензин,Механика,Передний,Elegance,Хетчбек 5-дверный,Чёрный,Левый,WF0U*************,Не интересует,299 000 ₽ — цена ниже Авито Оценки,11 записей с 2012 года,ДТП не найдены,3 владельца по ПТС,,4 раза продавался на Авито,Царицыно:от 31 мин.;Домодедовская:от 31 мин.,Оригинал
"Audi Q5 2.0 AMT, 2010, 272 440 км, с пробегом, цена 1 350 000 руб. - Автомобили в Москве",2010,I (2008—2012),272 440 км,17 записей в отчёте Автотеки,3,Не битый,2.0 TFSI quattro S tronic (211 л.с.),2 л,Бензин,Робот,Полный,Base,Внедорожник 5-дверный,Синий,Левый,XW8Z*************,0,1 350 000 ₽ — цена выше Авито Оценки,17 записей с 2013 года,,3 владельца по ПТС,10 записей с описанием работ,1 раз продавался на Авито,Минская:21–30 мин.;Ломоносовский проспект:21–30 мин.;Парк Победы:от 31 мин.,Оригинал
"ГАЗ ГАЗель 3302 2.1 MT, 2004, 25 000 км, с пробегом, цена 385 000 руб. - Автомобили в Москве",2004,I рестайлинг (2003—2010),25 000 км,2 записи в отчёте Автотеки,3,Не битый,2.1 D 4WD MT (95 л.с.),2.1 л,Дизель,Механика,Полный,Базовая,Фургон,Белый,Левый,XTH3*************,Не интересует,,2 записи с 2019 года,ДТП не найдены,3 владельца по ПТС,,,Бибирево:21–30 мин.;Алтуфьево:21–30 мин.;Медведково:от 31 мин.,Оригинал
"Kia Rio 1.6 AT, 2016, 80 000 км, с пробегом, цена 1 200 000 руб. - Автомобили в Москве",2016,III рестайлинг (2015—2017),80 000 км,8 записей в отчёте Автотеки,3,Не битый,1.6 AT (123 л.с.),1.6 л,Бензин,Автомат,Передний,,Седан,Коричневый,Левый,Z94C*************,Не интересует,1 200 000 ₽ — цена выше Авито Оценки,8 записей с 2017 года,,3 владельца по ПТС,,,Ростокино:21–30 мин.;Свиблово:от 31 мин.;Бабушкинская:от 31 мин.,Оригинал
"ВАЗ (LADA) Kalina 1.6 MT, 2013, 184 600 км, с пробегом, цена 365 000 руб. - Автомобили в Москве",2013,I (2004—2013),184 600 км,8 записей в отчёте Автотеки,2,Не битый,1.6 MT (81 л.с.),1.6 л,Бензин,Механика,Передний,,Универсал,Белый,Левый,XTA1*************,Не интересует,,8 записей с 2018 года,ДТП не найдены,2 владельца по ПТС,,4 раза продавался на Авито,Народное Ополчение:6–10 мин.;Хорошёво:11–15 мин.;Хорошёвская:16–20 мин.,Оригинал
"Hyundai Sonata 2.0 AT, 2021, 58 465 км, с пробегом, цена 2 400 000 руб. - Автомобили в Москве",,,,,,,,,,,,,,,,,,,,,,,,,
"Nissan Qashqai 1.6 CVT, 2009, 206 089 км, с пробегом, цена 649 000 руб. - Автомобили в Москве",2009,I (2006—2010),206 089 км,6 записей в отчёте Автотеки,2,Не битый,1.6 CVT (114 л.с.),1.6 л,Бензин,Вариатор,Передний,SE+,Внедорожник 5-дверный,Серебряный,Левый,SJNF*************,Возможен,,6 записей с 2013 года,ДТП не найдены,,1 запись с описанием работ,,Владыкино:6–10 мин.;Окружная:11–15 мин.;Верхние Лихоборы:21–30 мин.,Оригинал
"Nissan X-Trail 2.0 CVT, 2014, 130 118 км, с пробегом, цена 1 199 000 руб. - Автомобили в Москве",2014,II рестайлинг (2010—2015),130 118 км,4 записи в отчёте Автотеки,1,Не битый,2.0 4WD CVT (141 л.с.),2 л,Бензин,Вариатор,Полный,LE High,Внедорожник 5-дверный,Чёрный,Левый,Z8NT*************,Возможен,1 199 000 ₽ — цена ниже Авито Оценки,4 записи с 2017 года,ДТП не найдены,1 владелец по ПТС,,,Варшавская:до 5 мин.;Каховская:16–20 мин.;Чертановская:21–30 мин.,
